,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
13024,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-17,Daily Mail,"Facebook suspends data firm which worked with Trump campaign and harvested 270,000 users information without their knowledge",http://www.dailymail.co.uk/news/article-5513611/Facebook-suspends-Trump-linked-firm-Cambridge-Analytica.html,True,Facebook
13047,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-26,The Guardian,Facebook told me it would act on data misuse – in 2015,https://www.theguardian.com/commentisfree/2018/mar/26/facebook-data-misuse-cambridge-analytica,True,Facebook
13061,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-05,USA Today,Facebook under fire for pedophile survey,https://www.usatoday.com/story/tech/2018/03/05/facebook-asked-users-if-pedophiles-should-able-ask-kids-sexual-pictures/395535002/,True,Facebook
13062,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-19,BBC,Facebook under fire in data row,http://www.bbc.com/news/technology-43461865,True,Facebook
13068,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-19,The Guardian,Facebook users How safe is my data?,https://www.theguardian.com/news/2018/mar/18/breach-leaves-facebook-users-left-wondering-how-safe-is-my-data,True,Facebook
13078,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-26,CNBC,Facebook warns investors that more Cambridge Analyticas are likely,https://www.cnbc.com/2018/04/26/facebook-warns-investors-that-more-cambridge-analyticas-are-likely.html,True,Facebook
13081,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-04,New York Post,Facebook weighs ad-free subscription service after data scandal,https://nypost.com/2018/05/04/facebook-weighs-ad-free-subscription-service-after-data-scandal/,True,Facebook
13095,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-24,Daily Mail,Facebook will NOT compensate users over misuse of personal data by Cambridge Analytica despite ‘breach of trust’,http://www.dailymail.co.uk/news/article-5768663/Facebook-not-compensate-users-misuse-personal-data-Cambridge-Analytica.html,True,Facebook
13113,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-26,USA Today,Facebook's FTC probe rocked the stock. But can anything…27 minutes              | News,https://www.usatoday.com/story/tech/news/2018/03/26/ftc-now-investigating-facebook-possible-data-misuse/458388002/,True,Facebook
13118,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-25,Daily Mail,Facebook's apology tour: Mark Zuckerberg takes out full-page ads in US and UK newspapers 'promising to do better' following Cambridge Analytica data breach scandal,http://www.dailymail.co.uk/news/article-5542113/Facebook-takes-page-ads-apologizing-Cambridge-Analytica-scandal.html,True,Facebook
13137,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-22,New York Times,"Facebook, in Worst Crisis Yet, Promises to Bolster Privacy",https://www.nytimes.com/2018/03/21/technology/facebook-zuckerberg-data-privacy.html,True,Facebook
13138,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-10,CNBC,Facebook-Cambridge Analytica: A timeline of the data hijacking scandal,https://www.cnbc.com/2018/04/10/facebook-cambridge-analytica-a-timeline-of-the-data-hijacking-scandal.html,True,Facebook
13139,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-20,CNBC,Facebook: 'The entire company is outraged we were deceived' by Cambridge Analytica,https://www.cnbc.com/2018/03/20/facebook-statement-on-cambridge-analytica-allegations.html,True,Facebook
13141,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-04,USA Today,Facebook: 87 million had data shared with Cambridge Analytica,https://www.usatoday.com/story/tech/news/2018/04/04/facebook-now-thinks-87-million-had-data-shared-cambridge-analytica/486633002/,True,Facebook
13149,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-19,New York Times,Facebook’s Surveillance Machine,https://www.nytimes.com/2018/03/19/opinion/facebook-cambridge-analytica.html,True,Facebook
13152,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-27,New York Times,Facebook’s Zuckerberg Said to Agree to Testify Before Congress Over Data Privacy,https://www.nytimes.com/2018/03/27/technology/facebooks-zuckerberg-said-to-agree-to-testify-before-congress-over-data-privacy.html,True,Facebook
13155,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-24,Washington Post,Facebook’s handpicked watchdogs gave it high marks for privacy even as the tech giant lost control of users’ data,https://www.washingtonpost.com/news/the-switch/wp/2018/04/24/facebooks-hand-picked-watchdogs-gave-it-high-marks-for-privacy-even-as-the-tech-giant-lost-control-of-users-data/,True,Facebook
13158,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-27,Washington Post,Facebook‚Äôs discussions with Congress signal Mark Zuckerberg will testify amid data-privacy scandal,https://www.washingtonpost.com/news/the-switch/wp/2018/03/27/facebooks-discussions-with-congress-signal-mark-zuckerberg-will-testify-amid-data-privacy-scandal/,True,Facebook
13161,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-11,The Guardian,Fact-checking Mark Zuckerberg's testimony,https://www.theguardian.com/technology/2018/apr/11/fact-checking-mark-zuckerberg-testimony-congress,True,Facebook
13163,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-18,Washington Post,Fake Facebook accounts and online lies multiply in hours after Santa Fe shooting,https://www.washingtonpost.com/news/the-switch/wp/2018/05/18/fake-facebook-accounts-and-viral-lies-multiply-in-hours-after-santa-fe-school-shooting/,True,Facebook
13179,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-24,The Guardian,Firm accused over 'mass surveillance',https://www.theguardian.com/technology/2018/may/24/facebook-accused-of-conducting-mass-surveillance-through-its-apps,True,Facebook
13180,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-25,The Guardian,Firm posts record revenues for first quarter despite privacy scandal,https://www.theguardian.com/technology/2018/apr/25/facebook-first-quarter-2018-revenues-zuckerberg,True,Facebook
13214,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-21,CNBC,Here's everything you need to know about the Cambridge Analytica scandal,https://www.cnbc.com/2018/03/21/facebook-cambridge-analytica-scandal-everything-you-need-to-know.html,True,Facebook
13230,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-08,New York Times,How Russian Trolls Crept Into the Trump Campaign’s Facebook Messages,https://www.nytimes.com/2018/03/08/us/politics/russian-trolls-trump-campaign-florida-matt-skiber.html,True,Facebook
13235,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-22,Daily Mail,"How much is YOUR data worth? In wake of Facebook's massive privacy scandal, experts say login details sell for just $5.20 on the dark web",http://www.dailymail.co.uk/sciencetech/article-5533871/How-Facebook-data-worth-Hackers-sell-dollars.html,True,Facebook
13243,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-20,Washington Post,I worked at Facebook. I know how Cambridge Analytica could have happened.,https://www.washingtonpost.com/opinions/i-worked-at-facebook-i-know-how-cambridge-analytica-could-have-happened/2018/03/20/edc7ef8a-2bc4-11e8-8ad6-fbc50284fce8_story.html,True,Facebook
13249,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-11,New York Times,"In House, Tougher Questions for Zuckerberg",https://www.nytimes.com/2018/04/11/us/politics/zuckerberg-facebook-cambridge-analytica.html,True,Facebook
13285,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-18,Washington Post,Lawmakers demand answers from Facebook after firm connected to Trump campaign obtained data from tens of millions,https://www.washingtonpost.com/news/the-switch/wp/2018/03/18/u-s-and-british-lawmakers-demand-answers-from-facebook-chief-executive-mark-zuckerberg/,True,Facebook
13291,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-21,Washington Post,Let’s take a deep breath about Facebook’s ‘breach of trust’,https://www.washingtonpost.com/opinions/lets-take-a-deep-breath-about-facebooks-breach-of-trust/2018/03/21/0d35f750-2d31-11e8-8688-e053ba58f1e4_story.html,True,Facebook
13304,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-10,The Guardian,Mark Zuckerberg  Facebook believed Cambridge Analytica deleted private data,https://www.theguardian.com/us-news/video/2018/apr/10/zuckerberg-facebook-believed-cambridge-analytica-deleted-private-data-video,True,Facebook
13307,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-27,Daily Mail,Mark Zuckerberg WILL testify to Congress on Facebook data scandal 'within weeks' after mounting pressure from both parties,http://www.dailymail.co.uk/news/article-5550273/Mark-Zuckerberg-testify-Congress-Facebook-data-scandal-weeks.html,True,Facebook
13308,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-04,Daily Mail,Mark Zuckerberg admits Facebook scans the contents of ALL your private Messenger texts in the latest blow to the scandal hit firm,http://www.dailymail.co.uk/sciencetech/article-5578619/Facebook-scans-contents-private-Messenger-texts.html,True,Facebook
13310,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-19,Daily Mail,Mark Zuckerberg loses $5 billion after Facebook shares plummet nearly seven percent as the company faces calls around the world to testify over the Cambridge Analytica data scandal,http://www.dailymail.co.uk/news/article-5519009/Facebook-stocks-plummet-Cambridge-Analytica-data-reports.html,True,Facebook
13311,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-19,Daily Mail,Mark Zuckerberg once called Facebook users ‘dumb f***s’ for handing personal data over to him – as firm becomes further embroiled in Cambridge Analytica row,http://www.dailymail.co.uk/sciencetech/article-5518753/Cambridge-Analytica-firm-heart-Facebook-scandal.html,True,Facebook
13313,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-21,Washington Post,Mark Zuckerberg says Facebook will audit thousands of apps after ‘breach of trust’,https://www.washingtonpost.com/news/the-switch/wp/2018/03/21/mark-zuckerberg-says-facebook-will-audit-thousands-of-apps-after-breach-of-trust/,True,Facebook
13314,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-16,New York Times,Mark Zuckerberg to Meet European Parliament Members Over Facebook’s Data Use,https://www.nytimes.com/2018/05/16/technology/zuckerberg-europe-data-cambridge-analytica.html,True,Facebook
13318,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-11,USA Today,Mark Zuckerberg's data exposed in Cambridge Analytica leak,https://www.usatoday.com/story/tech/2018/04/11/facebook-ceo-mark-zuckerberg-says-his-data-exposed-cambridge-analytica-leak/506700002/,True,Facebook
13319,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-26,Daily Mail,Mark Zuckerberg's losses on Facebook data scandal hit $10 BILLION as Federal Trade Commission say they are investigating network's privacy breaches,http://www.dailymail.co.uk/news/article-5545585/Federal-Trade-Commission-investigate-Facebook-privacy.html,True,Facebook
13324,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-19,CNBC,"Meet Christopher Wylie, the millennial whistleblower behind Facebook’s data controversy",https://www.cnbc.com/2018/03/19/4-facts-about-facebook-data-whistleblower-christopher-wylie.html,True,Facebook
13326,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-17,The Guardian,Meet the data whistleblower       I created Steve Bannon’s psychological warfare tool,https://www.theguardian.com/news/2018/mar/17/data-war-whistleblower-christopher-wylie-faceook-nix-bannon-trump,True,Facebook
13340,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-22,Daily Mail,Mozilla suspends ads on Facebook over data privacy concerns,http://www.dailymail.co.uk/news/article-5531577/Mozilla-suspends-ads-Facebook-data-privacy-concerns.html,True,Facebook
13357,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-10,New York Post,"New Facebook Messenger bug installs itself, steals your passwords",https://nypost.com/2018/05/10/new-facebook-messenger-bug-installs-itself-steals-your-password/,True,Facebook
13366,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-06,The Guardian,News of Facebook's secret tool to delete executive messages caps days of chaos,https://www.theguardian.com/technology/2018/apr/06/facebook-using-secret-tool-to-delete-messages-from-executives,True,Facebook
13368,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-18,The Guardian,No one can pretend Facebook is just harmless fun any more,https://www.theguardian.com/commentisfree/2018/mar/18/facebook-extremist-content-user-data,True,Facebook
